name,short_name,type_ru,justification,lng,nearest_distance_m,nearest_monument,article,score
Храм Рождества Пресвятой Богородицы во Владыкине,Храм Рождества Богородицы,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Ботанический сад», около 1.33 км.",37.5841,1334,Ботанический сад,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%8B_%D0%B2%D0%BE_%D0%92%D0%BB%D0%B0%D0%B4%D1%8B%D0%BA%D0%B8%D0%BD%D0%B5,68
Стадион академии имени Черенкова,Стадион академии Черенкова,спортивная арена / стадион,"Футбольный стадион в Москве. До ближайшего монумента — «Красный богатырь», около 1.33 км.",37.698611111,1333,Красный богатырь,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%B4%D0%B8%D0%BE%D0%BD_%D0%B0%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%A7%D0%B5%D1%80%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D0%B0,68
Храм Преподобного Сергия Радонежского (Бибирево),Храм Сергия Радонежского,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть региональный охранный статус. До ближайшего монумента — «Солнечная система», около 1.33 км.",37.59904012,1332,Солнечная система,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A1%D0%B5%D1%80%D0%B3%D0%B8%D1%8F_%D0%A0%D0%B0%D0%B4%D0%BE%D0%BD%D0%B5%D0%B6%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%B2_%D0%91%D0%B8%D0%B1%D0%B8%D1%80%D0%B5%D0%B2%D0%B5,68
Храм Рождества Иоанна Предтечи в Ивановском,Храм Рождества Иоанна,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Колокол Реут», около 1.33 км.",37.839027777,1329,Колокол Реут,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0_%D0%98%D0%BE%D0%B0%D0%BD%D0%BD%D0%B0_%D0%9F%D1%80%D0%B5%D0%B4%D1%82%D0%B5%D1%87%D0%B8_%D0%B2_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%BC,68
Подмосковная,Подмосковная,вокзал / транспортный объект,"Станция. До ближайшего монумента — «Ерунда», около 1.33 км.",37.528974,1327,Ерунда,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%BC%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D0%BD%D0%B0%D1%8F_(%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F),68
Дом Дворцового ведомства в Денежном переулке,Дом Дворцового ведомства,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть федеральный охранный статус. До ближайшего монумента — «Пётр l», около 1.33 км.",37.588055555,1326,Пётр l,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%94%D0%B2%D0%BE%D1%80%D1%86%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE_%D0%B2%D0%B5%D0%B4%D0%BE%D0%BC%D1%81%D1%82%D0%B2%D0%B0_%D0%B2_%D0%94%D0%B5%D0%BD%D0%B5%D0%B6%D0%BD%D0%BE%D0%BC_%D0%BF%D0%B5%D1%80%D0%B5%D1%83%D0%BB%D0%BA%D0%B5,68
Комбинат питания на проспекте Будённого,Комбинат питания проспекте,историческое здание,"Здание расположенное на проспекте Буденного 21д. До ближайшего монумента — «Rabbit with clock», около 1.32 км.",37.727382,1322,Rabbit with clock,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B0%D1%82_%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F_%D0%BD%D0%B0_%D0%BF%D1%80%D0%BE%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D0%B5_%D0%91%D1%83%D0%B4%D1%91%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE,68
Сыромятнический гидроузел,Сыромятнический гидроузел,историческое здание,"Гидротехническое сооружение в Москве на реке Яузе. До ближайшего монумента — «Усадьба Морозовых», около 1.32 км.",37.670915,1318,Усадьба Морозовых,https://ru.wikipedia.org/wiki/%D0%A1%D1%8B%D1%80%D0%BE%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%B8%D0%B4%D1%80%D0%BE%D1%83%D0%B7%D0%B5%D0%BB,68
Поликлиника Наркомата путей сообщения,Поликлиника Наркомата путей,историческое здание,"Объект культурного наследия города Москвы. До ближайшего монумента — «Доходный дом Перлова», около 1.31 км.",37.65346904,1308,Доходный дом Перлова,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0_%D0%9D%D0%B0%D1%80%D0%BA%D0%BE%D0%BC%D0%B0%D1%82%D0%B0_%D0%BF%D1%83%D1%82%D0%B5%D0%B9_%D1%81%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D0%BD%D0%B8%D1%8F,68
Богадельня братьев Боевых,Богадельня братьев Боевых,историческое здание,"Можно рассмотреть фрагмент исторической застройки без музейной торжественности. Есть выявленный охранный статус. До ближайшего монумента — «Дворец на Яузе», около 1.30 км.",37.6897,1304,Дворец на Яузе,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B0%D0%B4%D0%B5%D0%BB%D1%8C%D0%BD%D1%8F_%D0%B1%D1%80%D0%B0%D1%82%D1%8C%D0%B5%D0%B2_%D0%91%D0%BE%D0%B5%D0%B2%D1%8B%D1%85,68
Храм Апостола Иакова Зеведеева в Казённой Слободе,Храм Апостола Иакова,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.30 км.",37.654055555,1303,Доходный дом Перлова,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%90%D0%BF%D0%BE%D1%81%D1%82%D0%BE%D0%BB%D0%B0_%D0%98%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0_%D0%97%D0%B5%D0%B2%D0%B5%D0%B4%D0%B5%D0%B5%D0%B2%D0%B0_%D0%B2_%D0%9A%D0%B0%D0%B7%D1%91%D0%BD%D0%BD%D0%BE%D0%B9_%D1%81%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D0%B5,68
Храм Святителя Митрофана Воронежского,Храм Святителя Митрофана,исторический храм / монастырь,"Тихая архитектурная точка, заметная в исторической среде района. Есть федеральный охранный статус. До ближайшего монумента — «Путевой дворец», около 1.30 км.",37.563194444,1301,Путевой дворец,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%9C%D0%B8%D1%82%D1%80%D0%BE%D1%84%D0%B0%D0%BD%D0%B0_%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BD%D0%B0_%D0%A5%D1%83%D1%82%D0%BE%D1%80%D1%81%D0%BA%D0%BE%D0%B9,68
Елизаветинская женская гимназия,Елизаветинская женская гимназия,историческое здание,"Заметный след старой образовательной городской среды. Есть выявленный охранный статус. До ближайшего монумента — «Доходный дом Перлова», около 1.30 км.",37.655555555,1301,Доходный дом Перлова,https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D0%B8%D0%B7%D0%B0%D0%B2%D0%B5%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BC%D0%BD%D0%B0%D0%B7%D0%B8%D1%8F,68
